OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-NC,USGS North Carolina Water Science Center,USGS-360205078513801,DR-077 ELLERBE RB-5 0.52 MI BL SR1669 NR WEAVER NC,Well,,03020201,,,,,36.03472220000000,-78.8605556000000,,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,271,feet,1,feet,Reported method of determination.,NAVD88,US,37,063,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-360207078512501,"DR-082 (MW-2) NEAR WEAVER, NC (REGOLITH)",Well,,03020201,,,,,36.03527778000000,-78.8569444000000,,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,283.80,feet,.01,feet,Interpolated from Digital Elevation Model,NAVD88,US,37,063,Surficial aquifer system,Regolith,Unconfined single aquifer,19850419,18.0,ft,18.0,ft,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-360207078513801,DR-078 ELLERBE RB-6 0.55 MI BL SR1669 NR WEAVER NC,Well,,03020201,,,,,36.03527778000000,-78.8605556000000,,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,270,feet,1,feet,Reported method of determination.,NAVD88,US,37,063,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-360211078513701,"UT TO ELLERBE CR 0.63 MI BLW SR1669 NR WEAVER, NC",Stream,,03020201,0.5,sq mi,,,36.03626389000000,-78.8601750000000,24000,.5,seconds,Differentially corrected Global Positioning System.,NAD83,,,,,,,US,37,063,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-360226078512801,"UT TO ELLERBE CR 1.04 MI BLW SR1669 NR WEAVER, NC",Stream,,03020201,1.12,sq mi,,,36.04058330000000,-78.8576667000000,24000,.5,seconds,Differentially corrected Global Positioning System.,NAD83,,,,,,,US,37,063,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-360337078543601,DITCH BLACK MEADOW RUN SE ARGONNE DRIVE DURHAM NC,Stream: Ditch,,03020201,0.007,sq mi,,,36.06013889000000,-78.9100000000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,370,feet,5,feet,Interpolated from topographic map.,NAVD88,US,37,063,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-360338078543601,"BLACK MEADOW RUN AT CHATEAU RD AT DURHAM, NC",Stream,,03020201,0.35,sq mi,,,36.06069444000000,-78.9101388900000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,360,feet,5,feet,Interpolated from topographic map.,NAVD88,US,37,063,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-360343078543101,DITCH TO BLACK MEADOW RUN BEL DAVID ST  DURHAM NC,Stream: Ditch,,03020201,0.008,sq mi,,,36.06186110000000,-78.9085000000000,24000,.5,seconds,Interpolated from MAP.,NAD83,370,feet,5,feet,Interpolated from topographic map.,NAVD88,US,37,063,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-360346078543501,DITCH TO BLACK MEADOW RUN NE CHATEAU RD DURHAM NC,Stream: Ditch,,03020201,0.04,sq mi,,,36.06263889000000,-78.9095972000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,360,feet,5,feet,Interpolated from topographic map.,NAVD88,US,37,063,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-360429078570701,"ENO R TRIB ABOVE CLOVER HILL PLACE DURHAM, NC",Stream,,03020201,0.065,sq mi,,,36.07463889000000,-78.9520000000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,410,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,37,063,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-360456078511602,"LITTLE RIVER BRIDGE 310025 NR DURHAM, UPSTREAM",Stream,,03020201,,,,,36.08222220000000,-78.8544444000000,,1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,37,063,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-360456078511603,"LITTLE RIVER BRIDGE 310025 NR DURHAM, DOWNSTREAM",Stream,,03020201,,,,,36.08222220000000,-78.8544444000000,,1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,37,063,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-360542078552201,"CROOKED CREEK TRIB EAST OF SR 2417 NR DURHAM, NC",Stream,,03020201,0.07,sq mi,,,36.09508330000000,-78.9227500000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,413,feet,2,feet,Interpolated from Digital Elevation Model,NAVD88,US,37,063,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-360547078552401,"WEST FK CROOKED CREEK TRIB AT SR2417 NR DURHAM, NC",Stream,,03020201,0.20,sq mi,,,36.09630556000000,-78.9233888900000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,412,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,37,063,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-360554078552801,"CROOKED CREEK TRIB ABOVE SR 1485 NEAR DURHAM, NC",Stream,,03020201,0.18,sq mi,,,36.09822220000000,-78.9243333000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,385,feet,10,feet,Interpolated from topographic map.,NGVD29,US,37,063,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-360615078532301,"CABIN BRANCH TRIB ABOVE SR1748 NR DURHAM, NC",Stream,,03020201,0.075,sq mi,,,36.10416667000000,-78.8896944000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,388,feet,2,feet,Interpolated from Digital Elevation Model,NAVD88,US,37,063,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-360829078550901,"LITTLE R NR ORANGE FACTORY, BRIDGE 310064",Facility: Pavement,,03020201,,,,,36.14161667000000,-78.9193583000000,,1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,37,063,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-360829078550902,LITTLE R AT ORANGE FACTORY BRIDGE 310064 UPSTREAM,Stream,,03020201,,,,,36.14161667000000,-78.9193583000000,,1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,37,063,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-360829078550903,"LITTLE R NR ORANGE FACTORY, BRIDGE 310064 DWNSTRM",Stream,,03020201,,,,,36.14161667000000,-78.9193583000000,,1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,37,063,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-360908078540701,"MOUNTAIN CREEK NR BAHAMA, BRIDGE NO. 310005",Facility: Pavement,,03020201,,,,,36.15238610000000,-78.9021583000000,,1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,37,063,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-360908078540702,"MOUNTAIN CR NR BAHAMA, BRIDGE 310005, UPSTREAM",Stream,,03020201,,,,,36.15238610000000,-78.9021583000000,,1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,37,063,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-360908078540703,"MOUNTAIN CR NR BAHAMA, BRIDGE 310005, DOWNSTREAM",Stream,,03020201,,,,,36.15238610000000,-78.9021583000000,,1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,37,063,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-361020078484801,DR-072 PIEDMONT MAS 42,Well,,03020201,,,,,36.17222220000000,-78.8133333000000,,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,446,feet,5,feet,Interpolated from topographic map.,NGVD29,US,37,063,Piedmont and Blue Ridge crystalline-rock aquifers,Felsic Metaigneous Rock,,20061211,125,ft,125,ft,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-361037078545402,"MOUNTAIN CR BRIDGE 310061 NR BAHAMA, UPSTREAM",Stream,,03020201,,,,,36.17694444000000,-78.9150000000000,,1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,37,063,,,,,,,,,NWIS
USGS-NC,USGS North Carolina Water Science Center,USGS-361037078545403,"MOUNTAIN CR BRIDGE 310061 NR BAHAMA, DOWNSTREAM",Stream,,03020201,,,,,36.17694444000000,-78.9150000000000,,1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,37,063,,,,,,,,,NWIS
21NC01WQ,NCDENR-DWQ,21NC01WQ-B2780000,NEW HOPE CRK TRIB NR KEENE,River/Stream,NEW HOPE CRK TRIB NR KEENE,03030002,,,,,35.9850000,-78.9940000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-B2810000,NEW HOPE CRK NR EUBANKS,River/Stream,NEW HOPE CRK NR EUBANKS,03030002,,,,,35.9780000,-78.9940000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-B2830000,NEW HOPE CRK AT NC 15 NR DURHAM,River/Stream,NEW HOPE CRK AT NC 15 NR DURHAM,03030002,,,,,35.9600000,-78.9790000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-B2860000,MUD CRK NR DURHAM,River/Stream,MUD CRK NR DURHAM,03030002,,,,,35.9610000,-78.9780000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-B2890000,NEW HOPE CRK TRIB AT SR 1116 NR DURHAM,River/Stream,NEW HOPE CRK TRIB AT SR 1116 NR DURHAM,03030002,,,,,35.9560000,-78.9710000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-B2920000,NEW HOPE CRK AT SR 1127 NR DURHAM,River/Stream,NEW HOPE CRK AT SR 1127 NR DURHAM,03030002,,,,,35.9440000,-78.9740000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-B2930000,NEW HOPE CRK AT SR 2220 NR BLANDS,River/Stream,NEW HOPE CRK AT SR 2220 NR BLANDS,03030002,,,,,35.9420000,-78.9760000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-B2950000,NEW HOPE CRK TRIB AT SR 1110 NR DURHAM,River/Stream,NEW HOPE CRK TRIB AT SR 1110 NR DURHAM,03030002,,,,,35.9460000,-78.9820000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-B2980000,THIRD FORK CRK AT DURHAM,River/Stream,THIRD FORK CRK AT DURHAM,03030002,,,,,35.9540000,-78.9240000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-B3010000,THIRD FORK CRK NR KEENE,River/Stream,THIRD FORK CRK NR KEENE,03030002,,,,,35.9420000,-78.9380000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-B3030000,THIRD FORK CRK NR BLANDS,River/Stream,THIRD FORK CRK NR BLANDS,03030002,,,,,35.9110000,-78.9610000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-B3031000,THIRD FORK AT SR 751,River/Stream,THIRD FORK AT SR 751,03030002,,,,,35.9110000,-78.9610000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-B3040000,NEW HOPE CRK AT SR 1107 NR BLANDS,River/Stream,NEW HOPE CRK AT SR 1107 NR BLANDS,03030002,,,,,35.8847000,-78.9656000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-B3180000,NORTHEAST CRK TRIB AT RTP AT SR 2028,River/Stream,NORTHEAST CRK TRIB AT RTP AT SR 2028,03030002,,,,,35.9170000,-78.8790000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-B3210000,NORTHEAST CRK TRIB AT RTP NR SR 2028,River/Stream,NORTHEAST CRK TRIB AT RTP NR SR 2028,03030002,,,,,35.9150000,-78.8810000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-B3240000,NORTHEAST CRK AT RTP AT SR 1945,River/Stream,NORTHEAST CRK AT RTP AT SR 1945,03030002,,,,,35.9100000,-78.8900000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-B3270000,NORTHEAST CRK AT LOWES GROVE,River/Stream,NORTHEAST CRK AT LOWES GROVE,03030002,,,,,35.9030000,-78.9030000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-B3300000,NORTHEAST CRK AT SR 1102 SEDWICK ROAD,River/Stream,NORTHEAST CRK AT SR 1102 SEDWICK ROAD,03030002,,,,,35.8865000,-78.8999000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-B3330000,BURDEN CRK TRIB AT RTP,River/Stream,BURDEN CRK TRIB AT RTP,03030002,,,,,35.9040000,-78.8560000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-B3390000,BURDEN CRK TRIB AT RTP AT SR 1999,River/Stream,BURDEN CRK TRIB AT RTP AT SR 1999,03030002,,,,,35.8970000,-78.8610000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-B3420000,BURDENS CRK NR NELSON,River/Stream,BURDENS CRK NR NELSON,03030002,,,,,35.8920000,-78.8650000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-B3450000,EFFLUENT DITCH FROM USFS AT RTP INACT-740819,Facility Other,EFFLUENT DITCH FROM USFS AT RTP INACT-740819,03030002,,,,,35.9088889,-78.8616667,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-B3480000,BURDEN CRK TRIB AT RTP AT SR 1121,River/Stream,BURDEN CRK TRIB AT RTP AT SR 1121,03030002,,,,,35.9050000,-78.8620000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-B3510000,BURDEN CRK TRIB AT RTP AT NC 54,River/Stream,BURDEN CRK TRIB AT RTP AT NC 54,03030002,,,,,35.8940000,-78.8690000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-B3520000,BURDEN CRK TRIB NR PARKWOOD,River/Stream,BURDEN CRK TRIB NR PARKWOOD,03030002,,,,,35.8930000,-78.8680000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-B3540000,TWO BOTTLE BR AT RTP,River/Stream,TWO BOTTLE BR AT RTP,03030002,,,,,35.9120000,-78.8670000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-B3570000,BURDENS CRK AT SR 2028 NR LOWERS GROVE,River/Stream,BURDENS CRK AT SR 2028 NR LOWERS GROVE,03030002,,,,,35.8910000,-78.8810000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-B3600000,BURDENS CRK AT NC 55 NR LOWES GROVE,River/Stream,BURDENS CRK AT NC 55 NR LOWES GROVE,03030002,,,,,35.8850000,-78.8950000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-B3630000,NORTHEAST CRK TRIB NR GENLEE,River/Stream,NORTHEAST CRK TRIB NR GENLEE,03030002,,,,,35.8820000,-78.9140000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-B3660000,NORTHEAST CRK AT SR 1100 NR NELSON,River/Stream,NORTHEAST CRK AT SR 1100 NR NELSON,03030002,,,,,35.8724000,-78.9132000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-B3894000,LITTLE CRK NR CHAPEL HILL,River/Stream,LITTLE CRK NR CHAPEL HILL,03030002,,,,,35.9070000,-78.9970000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-B3899100,NEW HOPE CRK AT SR 1107,River/Stream,NEW HOPE CRK AT SR 1107,03030002,,,,,35.8840000,-78.9670000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J0530000,ENO RIV AT SR 1401 NR DURHAM INACT 730813,River/Stream,ENO RIV AT SR 1401 NR DURHAM INACT 730813,03020201,,,,,36.0570000,-78.9750000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J0570000,ENO RIV AT SR 1403 NR DURHA M INACT 730813,River/Stream,ENO RIV AT SR 1403 NR DURHA M INACT 730813,03020201,,,,,36.0620000,-78.9630000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J0610000,ENO RIV AT SR 1003 NR DURHAM INACT 730813,River/Stream,ENO RIV AT SR 1003 NR DURHAM INACT 730813,03020201,,,,,36.0730000,-78.9350000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J0650000,ENO RIV TRIB AT SR 1321 NR DURHAM INACT 730813,River/Stream,ENO RIV TRIB AT SR 1321 NR DURHAM INACT 730813,03020201,,,,,36.0560000,-78.9360000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J0770000,ENO RIV AT US 501 NR DURHAM,River/Stream,ENO RIV AT US 501 NR DURHAM,03020201,,,,,36.0720000,-78.9086000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J0810000,ENO RIV AT SR 1004 NR DURHAM,River/Stream,ENO RIV AT SR 1004 NR DURHAM,03020201,,,,,36.0725000,-78.8627000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J0820000,LITTLE RIV AT SR 1461 NR ORANGE FACTORY,River/Stream,LITTLE RIV AT SR 1461 NR ORANGE FACTORY,03020201,,,,,36.1416000,-78.9193000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J0830000,LITTLE RIV AT US 501 NR ORANGE FACTORY,River/Stream,LITTLE RIV AT US 501 NR ORANGE FACTORY,03020201,,,,,36.1390000,-78.9070000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J0839000,LITTLE RIV RES AT MOUNTAIN CRK ARM,Reservoir,LITTLE RIV RES AT MOUNTAIN CRK ARM,03020201,,,,,36.1350000,-78.8910000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J0839010,LITTLE RIVER RESERVOIR AT MOUNTAIN CREEK ARM,Reservoir,LITTLE RIVER RESERVOIR AT MOUNTAIN CREEK ARM,03020201,,,,,36.1347222,-78.8905556,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J0839020,LITTLE RIVER RESERVOIR AT MOUNTAIN CREEK ARM,Reservoir,LITTLE RIVER RESERVOIR AT MOUNTAIN CREEK ARM,03020201,,,,,36.1347222,-78.8905556,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J0840000,LITTLE RIV RES AT SR 1628 AT ORANGE FACTORY,River/Stream,LITTLE RIV RES AT SR 1628 AT ORANGE FACTORY,03020201,,,,,36.1272000,-78.8747000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J0840010,LITTLE RIVER RESERVOIR AT SR 1628,Reservoir,LITTLE RIVER RESERVOIR AT SR 1628,03020201,,,,,36.1269444,-78.8747222,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J0840020,LITTLE RIVER RESERVOIR AT SR 1628,Reservoir,LITTLE RIVER RESERVOIR AT SR 1628,03020201,,,,,36.1269444,-78.8747222,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J0842000,LITTLE RIV RES NR DAM,Reservoir,LITTLE RIV RES NR DAM,03020201,,,,,36.1140000,-78.8750000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J0842010,LITTLE RIVER RESERVOIR NEAR DAM,Reservoir,LITTLE RIVER RESERVOIR NEAR DAM,03020201,,,,,36.1144444,-78.8750000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J0842020,LITTLE RIVER RESERVOIR NEAR DAM,Reservoir,LITTLE RIVER RESERVOIR NEAR DAM,03020201,,,,,36.1144444,-78.8750000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1070000,FLAT RIV AT SR 1614 NR QUAIL ROOST,River/Stream,FLAT RIV AT SR 1614 NR QUAIL ROOST,03020201,,,,,36.2002000,-78.8862000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1085000,LAKE MICHIE NR MOUTH OF DIAL CRK NR BAHAMA,Reservoir,LAKE MICHIE NR MOUTH OF DIAL CRK NR BAHAMA,03020201,,,,,36.1700000,-78.8590000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1085010,LAKE MICHIE NEAR MOUTH OF DIAL CREEK NR BAHAMA,Reservoir,LAKE MICHIE NEAR MOUTH OF DIAL CREEK NR BAHAMA,03020201,,,,,36.1700000,-78.8588889,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1087000,LAKE MICHIE NR MOUTH OF DRY CRK NR BAHAMA,Reservoir,LAKE MICHIE NR MOUTH OF DRY CRK NR BAHAMA,03020201,,,,,36.1610000,-78.8410000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1087010,LAKE MICHIE NEAR MOUTH OF DRY CREEK NEAR BAHAMA,Reservoir,LAKE MICHIE NEAR MOUTH OF DRY CREEK NEAR BAHAMA,03020201,,,,,36.1611111,-78.8411111,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1087020,LAKE MICHIE NEAR MOUTH OF DRY CREEK NEAR BAHAMA,Reservoir,LAKE MICHIE NEAR MOUTH OF DRY CREEK NEAR BAHAMA,03020201,,,,,36.1611111,-78.8411111,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1089000,LAKE MICHIE NR SR 1622 NR BAHAMA,Reservoir,LAKE MICHIE NR SR 1622 NR BAHAMA,03020201,,,,,36.1580000,-78.8280000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1089010,LAKE MICHIE NEAR SR1622 NEAR BAHAMA NC,Reservoir,LAKE MICHIE NEAR SR1622 NEAR BAHAMA NC,03020201,,,,,36.1583333,-78.8277778,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1089020,LAKE MICHIE NEAR SR1622 NEAR BAHAMA NC,Reservoir,LAKE MICHIE NEAR SR1622 NEAR BAHAMA NC,03020201,,,,,36.1583333,-78.8277778,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
21NC01WQ,NCDENR-DWQ,21NC01WQ-J1090000,LAKE MICKIE NR BAHAMA INACT 801211,Reservoir,LAKE MICKIE NR BAHAMA INACT 801211,03020201,,,,,36.1510000,-78.8300000,24000,,,Interpolation-Map,NAD83,,,,,,,US,37,063,,,,,,,,,STORET
