agency_,cd       site_no,datetime,104599_00060_00003,104599_00060_00003_cd,Month,Day ,Year,Date
USGS,1303500,2/28/73,2.3,A,2,28,73,02/28/1973
USGS,1303500,3/1/73,2.3,A,3,1,73,03/01/1973
USGS,1303500,3/2/73,2.3,A,3,2,73,03/02/1973
USGS,1303500,3/3/73,2.3,A,3,3,73,03/03/1973
USGS,1303500,3/4/73,2.9,A,3,4,73,03/04/1973
USGS,1303500,3/5/73,2.8,A,3,5,73,03/05/1973
USGS,1303500,3/6/73,2.6,A,3,6,73,03/06/1973
USGS,1303500,3/7/73,2.5,A,3,7,73,03/07/1973
USGS,1303500,3/8/73,2.8,A,3,8,73,03/08/1973
USGS,1303500,3/9/73,3,A,3,9,73,03/09/1973
USGS,1303500,3/10/73,2.7,A,3,10,73,03/10/1973
USGS,1303500,3/11/73,2.7,A,3,11,73,03/11/1973
USGS,1303500,3/12/73,2.7,A,3,12,73,03/12/1973
USGS,1303500,3/13/73,2.7,A,3,13,73,03/13/1973
USGS,1303500,3/14/73,2.5,A,3,14,73,03/14/1973
USGS,1303500,3/15/73,2.5,A,3,15,73,03/15/1973
USGS,1303500,3/16/73,2.5,A,3,16,73,03/16/1973
USGS,1303500,3/17/73,3.2,A,3,17,73,03/17/1973
USGS,1303500,3/18/73,3.2,A,3,18,73,03/18/1973
USGS,1303500,3/19/73,2.7,A,3,19,73,03/19/1973
USGS,1303500,3/20/73,2.5,A,3,20,73,03/20/1973
USGS,1303500,3/21/73,2.5,A,3,21,73,03/21/1973
USGS,1303500,3/22/73,2.3,A,3,22,73,03/22/1973
USGS,1303500,3/23/73,2.3,A,3,23,73,03/23/1973
USGS,1303500,3/24/73,2.5,A,3,24,73,03/24/1973
USGS,1303500,3/25/73,2.5,A,3,25,73,03/25/1973
USGS,1303500,3/26/73,5.1,A,3,26,73,03/26/1973
USGS,1303500,3/27/73,4.7,A,3,27,73,03/27/1973
USGS,1303500,3/28/73,3.4,A,3,28,73,03/28/1973
USGS,1303500,3/29/73,3,A,3,29,73,03/29/1973
USGS,1303500,3/30/73,2.7,A,3,30,73,03/30/1973
USGS,1303500,3/31/73,2.7,A,3,31,73,03/31/1973
USGS,1303500,4/1/73,3.5,A,4,1,73,04/01/1973
USGS,1303500,4/2/73,5,A,4,2,73,04/02/1973
USGS,1303500,4/3/73,4.4,A,4,3,73,04/03/1973
USGS,1303500,4/4/73,4.3,A,4,4,73,04/04/1973
USGS,1303500,4/5/73,5.6,A,4,5,73,04/05/1973
USGS,1303500,4/6/73,4.2,A,4,6,73,04/06/1973
USGS,1303500,4/7/73,3.4,A,4,7,73,04/07/1973
USGS,1303500,4/8/73,3.7,A,4,8,73,04/08/1973
USGS,1303500,4/9/73,3.7,A,4,9,73,04/09/1973
USGS,1303500,4/10/73,4.2,A,4,10,73,04/10/1973
USGS,1303500,4/11/73,4.2,A,4,11,73,04/11/1973
USGS,1303500,4/12/73,3.4,A,4,12,73,04/12/1973
USGS,1303500,4/13/73,3.2,A,4,13,73,04/13/1973
USGS,1303500,4/14/73,3,A,4,14,73,04/14/1973
USGS,1303500,4/15/73,3,A,4,15,73,04/15/1973
USGS,1303500,4/16/73,3,A,4,16,73,04/16/1973
USGS,1303500,4/17/73,3,A,4,17,73,04/17/1973
USGS,1303500,4/18/73,3.2,A,4,18,73,04/18/1973
USGS,1303500,4/19/73,3.4,A,4,19,73,04/19/1973
USGS,1303500,4/20/73,3.9,A,4,20,73,04/20/1973
USGS,1303500,4/21/73,3.9,A,4,21,73,04/21/1973
USGS,1303500,4/22/73,3.9,A,4,22,73,04/22/1973
USGS,1303500,4/23/73,3.9,A,4,23,73,04/23/1973
USGS,1303500,4/24/73,4.2,A,4,24,73,04/24/1973
USGS,1303500,4/25/73,4.2,A,4,25,73,04/25/1973
USGS,1303500,4/26/73,6.1,A,4,26,73,04/26/1973
USGS,1303500,4/27/73,6.9,A,4,27,73,04/27/1973
USGS,1303500,4/28/73,5.9,A,4,28,73,04/28/1973
USGS,1303500,4/29/73,5,A,4,29,73,04/29/1973
USGS,1303500,4/30/73,4.4,A,4,30,73,04/30/1973
USGS,1303500,5/1/73,3.7,A,5,1,73,05/01/1973
USGS,1303500,5/2/73,3.4,A,5,2,73,05/02/1973
USGS,1303500,5/3/73,3.4,A,5,3,73,05/03/1973
USGS,1303500,5/4/73,3.7,A,5,4,73,05/04/1973
USGS,1303500,5/5/73,3.4,A,5,5,73,05/05/1973
USGS,1303500,5/6/73,3.4,A,5,6,73,05/06/1973
USGS,1303500,5/7/73,3.4,A,5,7,73,05/07/1973
USGS,1303500,5/8/73,3.2,A,5,8,73,05/08/1973
USGS,1303500,5/9/73,3.9,A,5,9,73,05/09/1973
USGS,1303500,5/10/73,4.4,A,5,10,73,05/10/1973
USGS,1303500,5/11/73,4,A,5,11,73,05/11/1973
USGS,1303500,5/12/73,3.7,A,5,12,73,05/12/1973
USGS,1303500,5/13/73,3.5,A,5,13,73,05/13/1973
USGS,1303500,5/14/73,3.3,A,5,14,73,05/14/1973
USGS,1303500,5/15/73,3.3,A,5,15,73,05/15/1973
USGS,1303500,5/16/73,3.6,A,5,16,73,05/16/1973
USGS,1303500,5/17/73,3.1,A,5,17,73,05/17/1973
USGS,1303500,5/18/73,3.1,A,5,18,73,05/18/1973
USGS,1303500,5/19/73,3.2,A,5,19,73,05/19/1973
USGS,1303500,5/20/73,3.4,A,5,20,73,05/20/1973
USGS,1303500,5/21/73,4,A,5,21,73,05/21/1973
USGS,1303500,5/22/73,3.8,A,5,22,73,05/22/1973
USGS,1303500,5/23/73,3.7,A,5,23,73,05/23/1973
USGS,1303500,5/24/73,4.3,A,5,24,73,05/24/1973
USGS,1303500,5/25/73,4,A,5,25,73,05/25/1973
USGS,1303500,5/26/73,3.7,A,5,26,73,05/26/1973
USGS,1303500,5/27/73,3.7,A,5,27,73,05/27/1973
USGS,1303500,5/28/73,3.9,A,5,28,73,05/28/1973
USGS,1303500,5/29/73,3.9,A,5,29,73,05/29/1973
USGS,1303500,5/30/73,3.7,A,5,30,73,05/30/1973
USGS,1303500,5/31/73,3.7,A,5,31,73,05/31/1973
USGS,1303500,6/1/73,3.4,A,6,1,73,06/01/1973
USGS,1303500,6/2/73,3.4,A,6,2,73,06/02/1973
USGS,1303500,6/3/73,3.2,A,6,3,73,06/03/1973
USGS,1303500,6/4/73,3,A,6,4,73,06/04/1973
USGS,1303500,6/5/73,3.2,A,6,5,73,06/05/1973
USGS,1303500,6/6/73,3,A,6,6,73,06/06/1973
USGS,1303500,6/7/73,3,A,6,7,73,06/07/1973
USGS,1303500,6/8/73,3,A,6,8,73,06/08/1973
USGS,1303500,6/9/73,3,A,6,9,73,06/09/1973
USGS,1303500,6/10/73,3.2,A,6,10,73,06/10/1973
USGS,1303500,6/11/73,3.2,A,6,11,73,06/11/1973
USGS,1303500,6/12/73,3,A,6,12,73,06/12/1973
USGS,1303500,6/13/73,3,A,6,13,73,06/13/1973
USGS,1303500,6/14/73,3.2,A,6,14,73,06/14/1973
USGS,1303500,6/15/73,3,A,6,15,73,06/15/1973
USGS,1303500,6/16/73,3,A,6,16,73,06/16/1973
USGS,1303500,6/17/73,3.2,A,6,17,73,06/17/1973
USGS,1303500,6/18/73,3,A,6,18,73,06/18/1973
USGS,1303500,6/19/73,3,A,6,19,73,06/19/1973
USGS,1303500,6/20/73,3.2,A,6,20,73,06/20/1973
USGS,1303500,6/21/73,3.4,A,6,21,73,06/21/1973
USGS,1303500,6/22/73,4.5,A,6,22,73,06/22/1973
USGS,1303500,6/23/73,5.6,A,6,23,73,06/23/1973
USGS,1303500,6/24/73,4.7,A,6,24,73,06/24/1973
USGS,1303500,6/25/73,4.2,A,6,25,73,06/25/1973
USGS,1303500,6/26/73,3.9,A,6,26,73,06/26/1973
USGS,1303500,6/27/73,3.7,A,6,27,73,06/27/1973
USGS,1303500,6/28/73,3.9,A,6,28,73,06/28/1973
USGS,1303500,6/29/73,4.2,A,6,29,73,06/29/1973
USGS,1303500,6/30/73,11,A,6,30,73,06/30/1973
USGS,1303500,7/1/73,7.3,A,7,1,73,07/01/1973
USGS,1303500,7/2/73,5.3,A,7,2,73,07/02/1973
USGS,1303500,7/3/73,4.4,A,7,3,73,07/03/1973
USGS,1303500,7/4/73,4.2,A,7,4,73,07/04/1973
USGS,1303500,7/5/73,4.8,A,7,5,73,07/05/1973
USGS,1303500,7/6/73,4.9,A,7,6,73,07/06/1973
USGS,1303500,7/7/73,4.3,A,7,7,73,07/07/1973
USGS,1303500,7/8/73,4.2,A,7,8,73,07/08/1973
USGS,1303500,7/9/73,4,A,7,9,73,07/09/1973
USGS,1303500,7/10/73,4.1,A,7,10,73,07/10/1973
USGS,1303500,7/11/73,4.1,A,7,11,73,07/11/1973
USGS,1303500,7/12/73,4.4,A,7,12,73,07/12/1973
USGS,1303500,7/13/73,4.2,A,7,13,73,07/13/1973
USGS,1303500,7/14/73,3.9,A,7,14,73,07/14/1973
USGS,1303500,7/15/73,5.3,A,7,15,73,07/15/1973
USGS,1303500,7/16/73,5.6,A,7,16,73,07/16/1973
USGS,1303500,7/17/73,5,A,7,17,73,07/17/1973
USGS,1303500,7/18/73,4.4,A,7,18,73,07/18/1973
USGS,1303500,7/19/73,4.2,A,7,19,73,07/19/1973
USGS,1303500,7/20/73,3.4,A,7,20,73,07/20/1973
USGS,1303500,7/21/73,4.4,A,7,21,73,07/21/1973
USGS,1303500,7/22/73,4.7,A,7,22,73,07/22/1973
USGS,1303500,7/23/73,4.7,A,7,23,73,07/23/1973
USGS,1303500,7/24/73,4.2,A,7,24,73,07/24/1973
USGS,1303500,7/25/73,3.9,A,7,25,73,07/25/1973
USGS,1303500,7/26/73,3.7,A,7,26,73,07/26/1973
USGS,1303500,7/27/73,3.4,A,7,27,73,07/27/1973
USGS,1303500,7/28/73,3.2,A,7,28,73,07/28/1973
USGS,1303500,7/29/73,3,A,7,29,73,07/29/1973
USGS,1303500,7/30/73,3.9,A,7,30,73,07/30/1973
USGS,1303500,7/31/73,3.9,A,7,31,73,07/31/1973
USGS,1303500,8/1/73,3.4,A,8,1,73,08/01/1973
USGS,1303500,8/2/73,3,A,8,2,73,08/02/1973
USGS,1303500,8/3/73,4.7,A,8,3,73,08/03/1973
USGS,1303500,8/4/73,6.2,A,8,4,73,08/04/1973
USGS,1303500,8/5/73,4.7,A,8,5,73,08/05/1973
USGS,1303500,8/6/73,3.7,A,8,6,73,08/06/1973
USGS,1303500,8/7/73,3.4,A,8,7,73,08/07/1973
USGS,1303500,8/8/73,3.2,A,8,8,73,08/08/1973
USGS,1303500,8/9/73,3.4,A,8,9,73,08/09/1973
USGS,1303500,8/10/73,3.4,A,8,10,73,08/10/1973
USGS,1303500,8/11/73,3.4,A,8,11,73,08/11/1973
USGS,1303500,8/12/73,3.2,A,8,12,73,08/12/1973
USGS,1303500,8/13/73,3.4,A,8,13,73,08/13/1973
USGS,1303500,8/14/73,3.4,A,8,14,73,08/14/1973
USGS,1303500,8/15/73,3.2,A,8,15,73,08/15/1973
USGS,1303500,8/16/73,3.4,A,8,16,73,08/16/1973
USGS,1303500,8/17/73,3.2,A,8,17,73,08/17/1973
USGS,1303500,8/18/73,3.2,A,8,18,73,08/18/1973
USGS,1303500,8/19/73,3,A,8,19,73,08/19/1973
USGS,1303500,8/20/73,3,A,8,20,73,08/20/1973
USGS,1303500,8/21/73,3,A,8,21,73,08/21/1973
USGS,1303500,8/22/73,3,A,8,22,73,08/22/1973
USGS,1303500,8/23/73,3.2,A,8,23,73,08/23/1973
USGS,1303500,8/24/73,3.2,A,8,24,73,08/24/1973
USGS,1303500,8/25/73,3.2,A,8,25,73,08/25/1973
USGS,1303500,8/26/73,3.2,A,8,26,73,08/26/1973
USGS,1303500,8/27/73,3.2,A,8,27,73,08/27/1973
USGS,1303500,8/28/73,3.2,A,8,28,73,08/28/1973
USGS,1303500,8/29/73,3.2,A,8,29,73,08/29/1973
USGS,1303500,8/30/73,3,A,8,30,73,08/30/1973
USGS,1303500,8/31/73,2.7,A,8,31,73,08/31/1973
USGS,1303500,9/1/73,2.7,A,9,1,73,09/01/1973
USGS,1303500,9/2/73,2.7,A,9,2,73,09/02/1973
USGS,1303500,9/3/73,2.7,A,9,3,73,09/03/1973
USGS,1303500,9/4/73,3,A,9,4,73,09/04/1973
USGS,1303500,9/5/73,3,A,9,5,73,09/05/1973
USGS,1303500,9/6/73,3,A,9,6,73,09/06/1973
USGS,1303500,9/7/73,3,A,9,7,73,09/07/1973
USGS,1303500,9/8/73,3,A,9,8,73,09/08/1973
USGS,1303500,9/9/73,3,A,9,9,73,09/09/1973
USGS,1303500,9/10/73,3,A,9,10,73,09/10/1973
USGS,1303500,9/11/73,3,A,9,11,73,09/11/1973
USGS,1303500,9/12/73,2.7,A,9,12,73,09/12/1973
USGS,1303500,9/13/73,3,A,9,13,73,09/13/1973
USGS,1303500,9/14/73,3,A,9,14,73,09/14/1973
USGS,1303500,9/15/73,3.9,A,9,15,73,09/15/1973
USGS,1303500,9/16/73,3.7,A,9,16,73,09/16/1973
USGS,1303500,9/17/73,3.4,A,9,17,73,09/17/1973
USGS,1303500,9/18/73,3.4,A,9,18,73,09/18/1973
USGS,1303500,9/19/73,3.4,A,9,19,73,09/19/1973
USGS,1303500,9/20/73,3.2,A,9,20,73,09/20/1973
USGS,1303500,9/21/73,3.2,A,9,21,73,09/21/1973
USGS,1303500,9/22/73,3,A,9,22,73,09/22/1973
USGS,1303500,9/23/73,3,A,9,23,73,09/23/1973
USGS,1303500,9/24/73,3.2,A,9,24,73,09/24/1973
USGS,1303500,9/25/73,3.2,A,9,25,73,09/25/1973
USGS,1303500,9/26/73,3,A,9,26,73,09/26/1973
USGS,1303500,9/27/73,3,A,9,27,73,09/27/1973
USGS,1303500,9/28/73,3,A,9,28,73,09/28/1973
USGS,1303500,9/29/73,3,A,9,29,73,09/29/1973
USGS,1303500,9/30/73,3.2,A,9,30,73,09/30/1973
USGS,1303500,10/1/73,3,A,10,1,73,10/01/1973
USGS,1303500,10/2/73,3,A,10,2,73,10/02/1973
USGS,1303500,10/3/73,3,A,10,3,73,10/03/1973
USGS,1303500,10/4/73,3,A,10,4,73,10/04/1973
USGS,1303500,10/5/73,2.7,A,10,5,73,10/05/1973
USGS,1303500,10/6/73,3,A,10,6,73,10/06/1973
USGS,1303500,10/7/73,3,A,10,7,73,10/07/1973
USGS,1303500,10/8/73,3,A,10,8,73,10/08/1973
USGS,1303500,10/9/73,3,A,10,9,73,10/09/1973
USGS,1303500,10/10/73,3,A,10,10,73,10/10/1973
USGS,1303500,10/11/73,3,A,10,11,73,10/11/1973
USGS,1303500,10/12/73,2.7,A,10,12,73,10/12/1973
USGS,1303500,10/13/73,2.7,A,10,13,73,10/13/1973
USGS,1303500,10/14/73,2.7,A,10,14,73,10/14/1973
USGS,1303500,10/15/73,3.8,A,10,15,73,10/15/1973
USGS,1303500,10/16/73,3.4,A,10,16,73,10/16/1973
USGS,1303500,10/17/73,3.2,A,10,17,73,10/17/1973
USGS,1303500,10/18/73,3.2,A,10,18,73,10/18/1973
USGS,1303500,10/19/73,3.2,A,10,19,73,10/19/1973
USGS,1303500,10/20/73,3.3,A,10,20,73,10/20/1973
USGS,1303500,10/21/73,3.3,A,10,21,73,10/21/1973
USGS,1303500,10/22/73,3.2,A,10,22,73,10/22/1973
USGS,1303500,10/23/73,3.2,A,10,23,73,10/23/1973
USGS,1303500,10/24/73,3.2,A,10,24,73,10/24/1973
USGS,1303500,10/25/73,3.2,A,10,25,73,10/25/1973
USGS,1303500,10/26/73,3.2,A,10,26,73,10/26/1973
USGS,1303500,10/27/73,3.4,A,10,27,73,10/27/1973
USGS,1303500,10/28/73,3.5,A,10,28,73,10/28/1973
USGS,1303500,10/29/73,3.7,A,10,29,73,10/29/1973
USGS,1303500,10/30/73,5.2,A,10,30,73,10/30/1973
USGS,1303500,10/31/73,5.3,A,10,31,73,10/31/1973
USGS,1303500,11/1/73,4.6,A,11,1,73,11/01/1973
USGS,1303500,11/2/73,4,A,11,2,73,11/02/1973
USGS,1303500,11/3/73,3.5,A,11,3,73,11/03/1973
USGS,1303500,11/4/73,3.3,A,11,4,73,11/04/1973
USGS,1303500,11/5/73,3.2,A,11,5,73,11/05/1973
USGS,1303500,11/6/73,3.2,A,11,6,73,11/06/1973
USGS,1303500,11/7/73,3.2,A,11,7,73,11/07/1973
USGS,1303500,11/8/73,3.2,A,11,8,73,11/08/1973
USGS,1303500,11/9/73,3.2,A,11,9,73,11/09/1973
USGS,1303500,11/10/73,3.2,A,11,10,73,11/10/1973
USGS,1303500,11/11/73,3.2,A,11,11,73,11/11/1973
USGS,1303500,11/12/73,3.4,A,11,12,73,11/12/1973
USGS,1303500,11/13/73,3.6,A,11,13,73,11/13/1973
USGS,1303500,11/14/73,3.7,A,11,14,73,11/14/1973
USGS,1303500,11/15/73,3.8,A,11,15,73,11/15/1973
USGS,1303500,11/16/73,3.8,A,11,16,73,11/16/1973
USGS,1303500,11/17/73,3.7,A,11,17,73,11/17/1973
USGS,1303500,11/18/73,3.7,A,11,18,73,11/18/1973
USGS,1303500,11/19/73,3.6,A,11,19,73,11/19/1973
USGS,1303500,11/20/73,3.7,A,11,20,73,11/20/1973
USGS,1303500,11/21/73,3.7,A,11,21,73,11/21/1973
USGS,1303500,11/22/73,3.8,A,11,22,73,11/22/1973
USGS,1303500,11/23/73,3.7,A,11,23,73,11/23/1973
USGS,1303500,11/24/73,3.8,A,11,24,73,11/24/1973
USGS,1303500,11/25/73,4,A,11,25,73,11/25/1973
USGS,1303500,11/26/73,4.1,A,11,26,73,11/26/1973
USGS,1303500,11/27/73,3.9,A,11,27,73,11/27/1973
USGS,1303500,11/28/73,5.3,A,11,28,73,11/28/1973
USGS,1303500,11/29/73,6,A,11,29,73,11/29/1973
USGS,1303500,11/30/73,5.4,A,11,30,73,11/30/1973
USGS,1303500,12/1/73,5.1,A,12,1,73,12/01/1973
USGS,1303500,12/2/73,5,A,12,2,73,12/02/1973
USGS,1303500,12/3/73,5,A,12,3,73,12/03/1973
USGS,1303500,12/4/73,4.8,A,12,4,73,12/04/1973
USGS,1303500,12/5/73,5.2,A,12,5,73,12/05/1973
USGS,1303500,12/6/73,5.9,A,12,6,73,12/06/1973
USGS,1303500,12/7/73,5.4,A,12,7,73,12/07/1973
USGS,1303500,12/8/73,5,A,12,8,73,12/08/1973
USGS,1303500,12/9/73,5.9,A,12,9,73,12/09/1973
USGS,1303500,12/10/73,6.1,A,12,10,73,12/10/1973
USGS,1303500,12/11/73,4.7,A,12,11,73,12/11/1973
USGS,1303500,12/12/73,4.1,A,12,12,73,12/12/1973
USGS,1303500,12/13/73,3.9,A,12,13,73,12/13/1973
USGS,1303500,12/14/73,4.4,A,12,14,73,12/14/1973
USGS,1303500,12/15/73,4.1,A,12,15,73,12/15/1973
USGS,1303500,12/16/73,4,A,12,16,73,12/16/1973
USGS,1303500,12/17/73,5.8,A,12,17,73,12/17/1973
USGS,1303500,12/18/73,5.3,A,12,18,73,12/18/1973
USGS,1303500,12/19/73,4.3,A,12,19,73,12/19/1973
USGS,1303500,12/20/73,4,A,12,20,73,12/20/1973
USGS,1303500,12/21/73,7.6,A,12,21,73,12/21/1973
USGS,1303500,12/22/73,6.4,A,12,22,73,12/22/1973
USGS,1303500,12/23/73,4.7,A,12,23,73,12/23/1973
USGS,1303500,12/24/73,4.1,A,12,24,73,12/24/1973
USGS,1303500,12/25/73,3.9,A,12,25,73,12/25/1973
USGS,1303500,12/26/73,4.3,A,12,26,73,12/26/1973
USGS,1303500,12/27/73,5.7,A,12,27,73,12/27/1973
USGS,1303500,12/28/73,4.9,A,12,28,73,12/28/1973
USGS,1303500,12/29/73,4.3,A,12,29,73,12/29/1973
USGS,1303500,12/30/73,4.2,A,12,30,73,12/30/1973
USGS,1303500,12/31/73,4.2,A,12,31,73,12/31/1973
USGS,1303500,1/1/74,4.4,A,1,1,74,01/01/1974
USGS,1303500,1/2/74,4.1,A,1,2,74,01/02/1974
USGS,1303500,1/3/74,4,A,1,3,74,01/03/1974
USGS,1303500,1/4/74,4.4,A,1,4,74,01/04/1974
USGS,1303500,1/5/74,4.2,A,1,5,74,01/05/1974
USGS,1303500,1/6/74,3.9,A,1,6,74,01/06/1974
USGS,1303500,1/7/74,3.9,A,1,7,74,01/07/1974
USGS,1303500,1/8/74,3.9,A,1,8,74,01/08/1974
USGS,1303500,1/9/74,4.2,A,1,9,74,01/09/1974
USGS,1303500,1/10/74,4.2,A,1,10,74,01/10/1974
USGS,1303500,1/11/74,4.4,A,1,11,74,01/11/1974
USGS,1303500,1/12/74,4.4,A,1,12,74,01/12/1974
USGS,1303500,1/13/74,4,A,1,13,74,01/13/1974
USGS,1303500,1/14/74,3.9,A,1,14,74,01/14/1974
USGS,1303500,1/15/74,3.9,A,1,15,74,01/15/1974
USGS,1303500,1/16/74,3.9,A,1,16,74,01/16/1974
USGS,1303500,1/17/74,3.9,A,1,17,74,01/17/1974
USGS,1303500,1/18/74,3.9,A,1,18,74,01/18/1974
USGS,1303500,1/19/74,3.9,A,1,19,74,01/19/1974
USGS,1303500,1/20/74,3.4,A,1,20,74,01/20/1974
USGS,1303500,1/21/74,4.4,A,1,21,74,01/21/1974
USGS,1303500,1/22/74,5.6,A,1,22,74,01/22/1974
USGS,1303500,1/23/74,5,A,1,23,74,01/23/1974
USGS,1303500,1/24/74,4.4,A,1,24,74,01/24/1974
USGS,1303500,1/25/74,4.2,A,1,25,74,01/25/1974
USGS,1303500,1/26/74,3.9,A,1,26,74,01/26/1974
USGS,1303500,1/27/74,4.2,A,1,27,74,01/27/1974
USGS,1303500,1/28/74,4.2,A,1,28,74,01/28/1974
USGS,1303500,1/29/74,4.2,A,1,29,74,01/29/1974
USGS,1303500,1/30/74,3.9,A,1,30,74,01/30/1974
USGS,1303500,1/31/74,3.7,A,1,31,74,01/31/1974
USGS,1303500,2/1/74,3.7,A,2,1,74,02/01/1974
USGS,1303500,2/2/74,3.7,A,2,2,74,02/02/1974
USGS,1303500,2/3/74,3.7,A,2,3,74,02/03/1974
USGS,1303500,2/4/74,3.7,A,2,4,74,02/04/1974
USGS,1303500,2/5/74,3.4,A,2,5,74,02/05/1974
USGS,1303500,2/6/74,3.4,A,2,6,74,02/06/1974
USGS,1303500,2/7/74,3.4,A,2,7,74,02/07/1974
USGS,1303500,2/8/74,3.2,A,2,8,74,02/08/1974
USGS,1303500,2/9/74,3.4,A,2,9,74,02/09/1974
USGS,1303500,2/10/74,5.3,A,2,10,74,02/10/1974
USGS,1303500,2/11/74,3.4,A,2,11,74,02/11/1974
USGS,1303500,2/12/74,3.2,A,2,12,74,02/12/1974
USGS,1303500,2/13/74,3.2,A,2,13,74,02/13/1974
USGS,1303500,2/14/74,3.2,A,2,14,74,02/14/1974
USGS,1303500,2/15/74,3.2,A,2,15,74,02/15/1974
USGS,1303500,2/16/74,3.2,A,2,16,74,02/16/1974
USGS,1303500,2/17/74,3.4,A,2,17,74,02/17/1974
USGS,1303500,2/18/74,3.4,A,2,18,74,02/18/1974
USGS,1303500,2/19/74,3.7,A,2,19,74,02/19/1974
USGS,1303500,2/20/74,4.4,A,2,20,74,02/20/1974
USGS,1303500,2/21/74,3.9,A,2,21,74,02/21/1974
USGS,1303500,2/22/74,3.7,A,2,22,74,02/22/1974
USGS,1303500,2/23/74,3.4,A,2,23,74,02/23/1974
USGS,1303500,2/24/74,3.4,A,2,24,74,02/24/1974
USGS,1303500,2/25/74,3.4,A,2,25,74,02/25/1974
USGS,1303500,2/26/74,3.7,A,2,26,74,02/26/1974
USGS,1303500,2/27/74,3.7,A,2,27,74,02/27/1974
USGS,1303500,2/28/74,3.4,A,2,28,74,02/28/1974
USGS,1303500,3/1/74,3.4,A,3,1,74,03/01/1974
USGS,1303500,3/2/74,3.4,A,3,2,74,03/02/1974
USGS,1303500,3/3/74,3.4,A,3,3,74,03/03/1974
USGS,1303500,3/4/74,3.4,A,3,4,74,03/04/1974
USGS,1303500,3/5/74,3.7,A,3,5,74,03/05/1974
USGS,1303500,3/6/74,3.7,A,3,6,74,03/06/1974
USGS,1303500,3/7/74,3.7,A,3,7,74,03/07/1974
USGS,1303500,3/8/74,3.4,A,3,8,74,03/08/1974
USGS,1303500,3/9/74,3.7,A,3,9,74,03/09/1974
USGS,1303500,3/10/74,3.9,A,3,10,74,03/10/1974
USGS,1303500,3/11/74,3.4,A,3,11,74,03/11/1974
USGS,1303500,3/12/74,3.4,A,3,12,74,03/12/1974
USGS,1303500,3/13/74,3.2,A,3,13,74,03/13/1974
USGS,1303500,3/14/74,3.2,A,3,14,74,03/14/1974
USGS,1303500,3/15/74,3.2,A,3,15,74,03/15/1974
USGS,1303500,3/16/74,3.7,A,3,16,74,03/16/1974
USGS,1303500,3/17/74,4.7,A,3,17,74,03/17/1974
USGS,1303500,3/18/74,4.2,A,3,18,74,03/18/1974
USGS,1303500,3/19/74,3.4,A,3,19,74,03/19/1974
USGS,1303500,3/20/74,3.4,A,3,20,74,03/20/1974
USGS,1303500,3/21/74,8,A,3,21,74,03/21/1974
USGS,1303500,3/22/74,8.8,A,3,22,74,03/22/1974
USGS,1303500,3/23/74,5,A,3,23,74,03/23/1974
USGS,1303500,3/24/74,4.2,A,3,24,74,03/24/1974
USGS,1303500,3/25/74,3.7,A,3,25,74,03/25/1974
USGS,1303500,3/26/74,3.7,A,3,26,74,03/26/1974
USGS,1303500,3/27/74,3.4,A,3,27,74,03/27/1974
USGS,1303500,3/28/74,3.4,A,3,28,74,03/28/1974
USGS,1303500,3/29/74,3.7,A,3,29,74,03/29/1974
USGS,1303500,3/30/74,4.7,A,3,30,74,03/30/1974
USGS,1303500,3/31/74,5.9,A,3,31,74,03/31/1974
USGS,1303500,4/1/74,5.3,A,4,1,74,04/01/1974
USGS,1303500,4/2/74,4.4,A,4,2,74,04/02/1974
USGS,1303500,4/3/74,3.9,A,4,3,74,04/03/1974
USGS,1303500,4/4/74,4.2,A,4,4,74,04/04/1974
USGS,1303500,4/5/74,4.4,A,4,5,74,04/05/1974
USGS,1303500,4/6/74,4.4,A,4,6,74,04/06/1974
USGS,1303500,4/7/74,3.9,A,4,7,74,04/07/1974
USGS,1303500,4/8/74,3.9,A,4,8,74,04/08/1974
USGS,1303500,4/9/74,5,A,4,9,74,04/09/1974
USGS,1303500,4/10/74,5,A,4,10,74,04/10/1974
USGS,1303500,4/11/74,4.4,A,4,11,74,04/11/1974
USGS,1303500,4/12/74,3.9,A,4,12,74,04/12/1974
USGS,1303500,4/13/74,3.9,A,4,13,74,04/13/1974
USGS,1303500,4/14/74,4.2,A,4,14,74,04/14/1974
USGS,1303500,4/15/74,4.2,A,4,15,74,04/15/1974
USGS,1303500,4/16/74,4.4,A,4,16,74,04/16/1974
USGS,1303500,4/17/74,4.2,A,4,17,74,04/17/1974
USGS,1303500,4/18/74,3.9,A,4,18,74,04/18/1974
USGS,1303500,4/19/74,3.9,A,4,19,74,04/19/1974
USGS,1303500,4/20/74,3.9,A,4,20,74,04/20/1974
USGS,1303500,4/21/74,3.7,A,4,21,74,04/21/1974
USGS,1303500,4/22/74,3.7,A,4,22,74,04/22/1974
USGS,1303500,4/23/74,3.7,A,4,23,74,04/23/1974
USGS,1303500,4/24/74,3.7,A,4,24,74,04/24/1974
USGS,1303500,4/25/74,3.7,A,4,25,74,04/25/1974
USGS,1303500,4/26/74,3.7,A,4,26,74,04/26/1974
USGS,1303500,4/27/74,3.7,A,4,27,74,04/27/1974
USGS,1303500,4/28/74,3.7,A,4,28,74,04/28/1974
USGS,1303500,4/29/74,3.4,A,4,29,74,04/29/1974
USGS,1303500,4/30/74,3.4,A,4,30,74,04/30/1974
