"BARCODE","GRID","DATE","PROJCODE","FIELDSTA","HABCLASS","RM","SUB","ZONE15","EUTM15","NUTM15","EMTCZONE","EUTMEMTC","NUTMEMTC","FLDZONE","EFIELD","NFIELD","PDOP","DEPTH","NOCONT","REPA","REPB","REPC","SUMCODE","GEAR","LAB","SUBSAMPL","SUBANDFL","SUBSTRAT","SHELLS","DETRITUS","FINEORG","SUBMERSE","FLOATING","EMERGENT","OPEN","MAYFLIES","FNC","CORBICUL","MIDGES","ZEBRA","DRAGON","STONE","CADDIS","FLIES","MUSSELS","WORMS","SHRIMP","SCUDS","SNAILS","COMMENTS","RCDCODE","ENT_OPTR","VRF_OPTR","BATCH"
"23001787","102","05/27/2003","M-","3","IMP","524.5","N","15","735750","4644238","15","735758","4644251","15","735750","4644238","0.7","1.6","0","","","","1","P","N","","0","1","1","1","N","0","0","0","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","316","","","2301"
"23001788","103","05/27/2003","M-","3","IMP","524.1","N","15","734154","4644096","15","734158","4644101","15","734154","4644096","0.9","2.1","0","","","","1","P","N","","0","3","4","0","N","0","0","0","4","4","32","0","0","0","A","A","P","A","A","P","A","P","P","","316","","","2301"
"23001789","104","05/27/2003","M-","3","IMP","523.7","N","15","736903","4644110","15","736908","4644101","15","736903","4644110","0.9","1.9","0","","","","1","P","N","","0","3","4","0","N","0","0","0","4","1","2","0","0","3","A","A","A","A","P","P","A","P","A","WARTYBACK MUSSEL","316","","","2301"
"23001790","105","05/27/2003","M-","3","IMP","523.4","N","15","734954","4643386","15","734958","4643401","15","734954","4643386","0.7","1.5","0","","","","1","P","N","","1","2","3","1","N","1","0","0","4","15","26","0","0","0","A","A","P","A","A","P","A","P","A","","316","","","2301"
"23001791","106","05/27/2003","M-","3","IMP","523.2","N","15","735661","4642993","15","735658","4643001","15","735661","4642993","0.9","2.3","0","","","","1","P","N","","0","3","4","1","N","0","0","0","4","0","0","0","0","0","A","A","A","A","A","P","A","P","P","","316","","","2301"
"23001705","20","05/28/2003","M-","3","BWC","533.9","N","15","736611","4659499","15","736608","4659501","15","736611","4659499","4.8","0.9","0","","","","1","P","N","","1","3","1","2","Y","1","1","0","4","15","0","0","21","0","P","A","A","P","A","P","A","P","A","ALL MAYFLIES BATIDS","201","","","2301"
"23001706","21","05/28/2003","M-","3","BWC","533.2","N","15","736159","4658751","15","736158","4658751","15","736159","4658751","5.1","0.4","0","","","","1","P","N","","1","3","0","3","Y","1","1","1","4","0","0","0","5","0","A","A","A","A","A","P","A","A","A","","201","","","2301"
"23001707","22","05/28/2003","M-","3","BWC","534.3","N","15","735859","4659641","15","735858","4659651","15","735859","4659641","5.1","0.5","0","","","","1","P","N","","1","3","0","2","Y","2","1","0","3","0","0","0","22","0","A","A","A","A","A","P","A","A","A","","201","","","2301"
"23001708","23","05/28/2003","M-","3","BWC","533.1","N","15","735770","4658637","15","735758","4658651","15","735770","4658637","4.6","0.4","0","","","","1","P","N","","1","3","0","4","Y","2","1","2","2","0","0","0","5","0","P","A","A","P","A","P","A","A","A","HEMIPTERN PRESENT","201","","","2301"
"23001717","32","05/28/2003","M-","3","BWC","534.8","N","15","735909","4660604","15","735908","4660601","15","735909","4660604","4.5","1.1","0","","","","1","P","N","","1","2","1","3","Y","1","1","0","4","1","3","0","22","0","P","A","A","P","A","P","A","A","P","","201","","","2301"
"23001718","33","05/28/2003","M-","3","BWC","534.4","N","15","735803","4659947","15","735808","4659951","15","735803","4659947","4.6","0.7","0","","","","1","P","N","","1","4","0","2","Y","1","1","0","4","1","0","0","26","0","A","A","A","A","A","P","A","A","P","","201","","","2301"
"23001719","34","05/28/2003","M-","3","BWC","534.0","N","15","736357","4659750","15","736358","4659751","15","736357","4659750","5.2","0.9","0","","","","1","P","N","","1","3","0","4","Y","1","1","0","4","0","0","0","40","0","A","A","A","P","A","P","A","A","A","","201","","","2301"
"23001720","35","05/28/2003","M-","3","BWC","533.9","N","15","736560","4659554","15","736558","4659551","15","736560","4659554","5.7","1.0","0","","","","1","P","N","","1","3","0","3","Y","1","1","0","4","1","0","0","89","0","A","A","A","A","A","P","A","A","A","","201","","","2301"
"23001721","36","05/28/2003","M-","3","BWC","533.0","N","15","736769","4658268","15","736758","4658251","15","736769","4658268","5.6","1.0","0","","","","1","P","N","","1","3","0","2","Y","4","1","0","1","2","1","0","3","0","P","A","A","A","A","P","A","A","P","","201","","","2301"
"23001740","55","05/28/2003","M-","3","BWC","534.9","N","15","737411","4660951","15","737408","4660951","15","737411","4660951","4.7","0.8","0","","","","1","P","N","","1","4","0","2","Y","1","1","0","4","4","0","0","31","0","P","A","A","A","A","P","A","P","A","HEMIPTERA PRESENT","201","","","2301"
"23001741","56","05/28/2003","M-","3","BWC","534.8","N","15","736517","4660703","15","736508","4660701","15","736517","4660703","4.7","1.4","0","","","","1","P","N","","0","2","1","1","Y","1","1","0","4","0","3","0","5","0","A","A","A","P","A","P","A","A","A","","201","","","2301"
"23001695","10","05/29/2003","M-","3","SC","543.5","N","15","730052","4671448","15","730058","4671451","15","730052","4671448","0.8","2.8","0","","","","1","P","N","","0","5","1","1","N","0","0","0","4","0","0","0","0","0","A","A","P","A","A","A","A","A","A","","316","","","2301"
"23001696","11","05/29/2003","M-","3","SC","540.5","N","15","731759","4667237","15","731758","4667251","15","731759","4667237","1.3","3.2","0","","","","1","P","N","","0","5","2","0","N","0","0","0","4","0","38","0","0","0","A","A","P","A","P","A","A","P","A","","316","","","2301"
"23001697","12","05/29/2003","M-","3","SC","540.3","N","15","732305","4667153","15","732308","4667151","15","732305","4667153","1.2","2.4","0","","","","1","P","N","","0","3","1","1","N","0","0","0","4","0","2","0","0","0","P","A","P","A","A","A","A","A","A","","316","","","2301"
"23001709","24","05/29/2003","M-","3","BWC","541.8","N","15","733054","4669810","15","733058","4669801","15","733054","4669810","0.9","1.6","0","","","","1","P","N","","0","2","1","3","Y","1","0","0","4","10","10","0","64","0","A","A","A","A","P","P","A","A","A","","316","","","2301"
"23001710","25","05/29/2003","M-","3","BWC","541.8","N","15","731912","4669604","15","731908","4669601","15","731912","4669604","0.9","2.0","0","","","","1","P","N","","0","1","0","1","N","0","0","0","4","0","0","0","0","0","A","A","A","A","P","A","A","A","A","SMALL HARD CLAY BALLS PRESENT---LOTS OF CURRENT THROUGH THE AREA AT PRESENT","316","","","2301"
"23001711","26","05/29/2003","M-","3","BWC","541.5","N","15","731755","4669146","15","731758","4669151","15","731755","4669146","1.2","2.0","0","","","","1","P","N","","0","2","1","1","N","0","0","0","4","23","8","0","2","0","A","A","A","A","A","P","A","A","A","","316","","","2301"
"23001737","52","05/29/2003","M-","3","BWC","543.6","N","15","730098","4671694","15","730108","4671701","15","730098","4671694","1.6","1.6","0","","","","1","P","N","","0","2","0","4","Y","0","0","0","4","1","0","0","3","0","A","A","A","A","A","P","A","A","A","OUTSTANDING AMOUNT OF CPOM.  ONE AQUATIC SOWBUG (ISOPODA) PRESENT. MAYFLY=BAETIS","316","","","2301"
"23001690","5","06/02/2003","M-","3","MCB","526.3","N","15","735251","4648202","15","735258","4648201","15","735251","4648202","0.8","0.9","0","","","","1","P","N","","1","2","1","1","N","1","0","0","4","11","0","0","0","0","A","A","A","A","A","P","A","P","A","","316","","","2301"
"23001704","19","06/02/2003","M-","3","BWC","527.3","N","15","738985","4648370","15","739008","4648401","15","738985","4648370","1.0","0.3","0","","","","1","P","N","","1","2","0","2","Y","1","3","2","2","2","1","0","43","0","P","A","A","P","A","P","A","P","A","","316","","","2301"
"23001749","64","06/02/2003","M-","3","IMP","527.5","N","15","737053","4649193","15","737058","4649201","15","737053","4649193","0.8","2.5","0","","","","1","P","N","","0","2","2","1","N","0","0","0","4","11","0","0","0","0","A","A","A","P","A","A","A","P","P","","316","","","2301"
"23001750","65","06/02/2003","M-","3","IMP","527.7","N","15","738656","4649148","15","738658","4649151","15","738656","4649148","1.1","1.5","0","","","","1","P","N","","0","3","1","1","N","0","0","0","4","0","24","0","0","0","A","A","A","A","A","A","A","P","P","","316","","","2301"
"23001751","66","06/02/2003","M-","3","IMP","527.5","N","15","737405","4648904","15","737408","4648901","15","737405","4648904","0.8","1.2","0","","","","1","P","N","","0","2","3","1","N","0","0","0","4","3","19","0","0","0","A","A","A","A","A","P","A","P","P","","316","","","2301"
"23001752","67","06/02/2003","M-","3","IMP","527.4","N","15","737149","4648745","15","737158","4648751","15","737149","4648745","0.8","1.5","0","","","","1","P","N","","0","3","2","1","N","0","0","0","4","0","76","0","0","0","P","A","A","P","A","A","A","P","P","","316","","","2301"
"23001753","68","06/02/2003","M-","3","IMP","527.3","N","15","737996","4648689","15","738008","4648701","15","737996","4648689","1.1","1.3","0","","","","1","P","N","","0","2","1","1","N","0","0","0","4","0","82","0","0","0","A","A","A","A","A","P","A","P","P","","316","","","2301"
"23001754","69","06/02/2003","M-","3","IMP","526.2","N","15","736807","4647952","15","736808","4647951","15","736807","4647952","0.9","1.4","0","","","","1","P","N","","0","5","2","1","N","0","0","0","4","0","25","0","0","0","A","A","A","A","A","P","A","P","P","","316","","","2301"
"23001755","70","06/02/2003","M-","3","IMP","526.0","N","15","737111","4647636","15","737108","4647651","15","737111","4647636","0.8","1.4","0","","","","1","P","N","","0","2","3","1","N","0","0","0","4","0","63","0","0","0","A","A","A","A","A","A","A","P","P","","316","","","2301"
"23001756","71","06/02/2003","M-","3","IMP","525.6","N","15","736952","4647596","15","736958","4647601","15","736952","4647596","0.8","1.5","0","","","","1","P","N","","0","2","2","0","N","0","0","0","4","15","32","0","0","0","P","A","A","P","A","P","A","A","P","","316","","","2301"
"23001757","72","06/02/2003","M-","3","IMP","524.6","","15","737957","4646047","15","737958","4646051","15","737957","4646047","0.8","1.8","0","","","","1","P","N","","0","3","2","1","N","0","0","0","4","4","79","2","0","0","P","A","A","P","A","A","A","P","P","","316","","","2301"
"23001763","78","06/02/2003","M-","3","IMP","524.6","N","15","737550","4645552","15","737558","4645551","15","737550","4645552","0.8","2.0","0","","","","1","P","N","","0","3","3","1","N","0","0","0","4","4","18","0","0","1","P","A","A","A","A","P","A","P","P","","316","","","2301"
"23001775","90","06/02/2003","M-","3","IMP","526.5","N","15","734505","4648257","15","734508","4648251","15","734505","4648257","0.9","0.4","0","","","","1","P","N","","0","2","1","2","Y","1","1","0","4","15","3","0","0","0","P","A","A","A","A","P","A","A","P","","316","","","2301"
"23001776","91","06/02/2003","M-","3","IMP","526.0","N","15","734805","4647452","15","734808","4647451","15","734805","4647452","0.8","1.6","0","","","","1","P","N","","0","5","2","1","N","0","0","0","4","0","4","0","0","0","A","A","P","A","A","A","A","P","P","","316","","","2301"
"23001777","92","06/02/2003","M-","3","IMP","525.7","N","15","734212","4647199","15","734208","4647201","15","734212","4647199","0.8","0.8","0","","","","1","P","N","","1","2","1","1","N","1","0","0","4","11","41","0","1","0","A","A","A","P","A","P","A","P","P","ONE MAYFFLY=BAETIS","316","","","2301"
"23001778","93","06/02/2003","M-","3","IMP","525.7","N","15","734570","4647194","15","734558","4647201","15","734570","4647194","0.9","1.2","0","","","","1","P","N","","1","2","1","1","N","0","0","0","4","18","87","0","0","0","P","A","A","A","A","P","A","P","P","","316","","","2301"
"23001779","94","06/02/2003","M-","3","IMP","525.4","N","15","736810","4647197","15","736808","4647201","15","736810","4647197","0.8","1.4","0","","","","1","P","N","","0","3","3","0","N","0","0","0","4","1","103","0","0","0","A","A","A","A","A","P","A","P","P","","316","","","2301"
"23001780","95","06/02/2003","M-","3","IMP","525.6","N","15","733605","4647165","15","733608","4647151","15","733605","4647165","0.9","1.0","0","","","","1","P","N","","1","2","3","1","N","1","0","0","4","24","5","0","1","0","A","A","A","A","A","P","A","P","P","","316","","","2301"
"23001781","96","06/02/2003","M-","3","IMP","525.7","N","15","734711","4646789","15","734708","4646801","15","734711","4646789","0.9","1.9","0","","","","1","P","N","","0","4","2","1","","0","0","0","4","0","18","0","0","0","A","A","A","A","A","P","A","P","P","","316","","","2301"
"23001782","97","06/02/2003","M-","3","IMP","524.9","N","15","737010","4646236","15","737008","4646251","15","737010","4646236","1.0","1.8","0","","","","1","P","N","","0","3","3","1","N","0","0","0","4","3","5","0","1","0","A","A","A","A","A","P","A","P","P","","316","","","2301"
"23001793","108","06/02/2003","M-","3","IMP","526.5","N","15","733903","4648362","15","733908","4648401","15","733903","4648362","1.0","0.4","0","","","","1","P","N","","1","2","1","3","Y","2","1","0","3","1","0","0","3","0","A","A","A","A","A","P","A","P","A","","316","","","2301"
"23001803","118","06/02/2003","M-","3","SC","526.1","N","15","735663","4647748","15","735658","4647751","15","735663","4647748","0.8","3.1","0","","","","1","P","N","","0","5","1","1","N","0","0","0","4","0","0","0","0","0","P","A","A","A","A","P","A","A","P","","316","","","2301"
"23001688","3","06/03/2003","M-","3","MCB","529.8","N","15","736656","4652991","15","736658","4653001","15","736656","4652991","4.4","0.6","0","","","","1","P","N","","0","3","0","1","N","0","0","0","4","0","2","0","0","0","P","A","A","A","A","P","A","A","A","","201","","","2301"
"23001689","4","06/03/2003","M-","3","MCB","528.9","N","15","736556","4652005","15","736558","4652001","15","736556","4652005","5.0","0.7","0","","","","1","P","N","","1","4","0","1","N","0","0","0","4","1","3","0","0","0","A","A","A","A","A","A","A","P","A","","201","","","2301"
"23001694","9","06/03/2003","M-","3","MCB","531.4","N","15","736518","4655848","15","736508","4655851","15","736518","4655848","4.2","3.3","0","","","","1","P","N","","0","4","0","0","N","0","0","0","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","201","","","2301"
"23001701","16","06/03/2003","M-","3","SC","531.2","N","15","735609","4655049","15","735608","4655051","15","735609","4655049","4.7","2.0","0","","","","1","P","N","","0","5","0","0","N","0","0","0","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","201","","","2301"
"23001715","30","06/03/2003","M-","3","BWC","531.1","N","15","737369","4655587","15","737358","4655601","15","737369","4655587","4.4","0.6","0","","","","1","P","N","","0","3","1","1","N","0","0","0","4","0","5","0","0","0","A","A","A","P","A","P","A","A","A","","201","","","2301"
"23001716","31","06/03/2003","M-","3","BWC","530.9","N","15","737017","4655046","15","737008","4655051","15","737017","4655046","4.0","0.4","0","","","","1","P","N","","1","4","0","0","N","1","0","0","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","201","","","2301"
"23001738","53","06/03/2003","M-","3","BWC","531.5","N","15","736795","4655943","15","736808","4655951","15","736795","4655943","4.3","0.5","0","","","","1","P","N","","1","2","0","2","Y","1","1","1","3","12","2","0","45","0","A","A","A","P","A","P","A","A","A","","201","","","2301"
"23001739","54","06/03/2003","M-","3","BWC","530.0","N","15","736106","4653350","15","736108","4653351","15","736106","4653350","4.6","1.1","0","","","","1","P","N","","0","4","1","1","N","0","0","0","4","0","3","0","0","0","A","A","A","A","A","A","A","A","A","","201","","","2301"
"23001748","63","06/03/2003","M-","3","IMP","528.1","N","15","737165","4649990","15","737158","4650001","15","737165","4649990","5.4","1.1","0","","","","1","P","N","","0","4","1","0","N","0","0","0","4","0","59","0","0","0","A","A","A","A","A","P","A","P","P","","201","","","2301"
"23001765","80","06/03/2003","M-","3","IMP","529.3","N","15","735855","4652798","15","735858","4652801","15","735855","4652798","4.8","2.1","0","","","","1","P","N","","1","4","1","1","N","0","0","0","4","0","0","0","0","0","A","A","A","P","A","A","A","A","A","","201","","","2301"
"23001766","81","06/03/2003","M-","3","IMP","528.7","N","15","737500","4651169","15","737508","4651201","15","737500","4651169","6.8","1.7","0","","","","1","P","N","","0","5","2","0","N","0","0","0","4","0","7","0","0","0","A","A","A","P","A","A","A","P","P","","201","","","2301"
"23001767","82","06/03/2003","M-","3","IMP","528.8","N","15","737703","4651151","15","737708","4651151","15","737703","4651151","6.1","1.6","0","","","","1","P","N","","0","3","3","1","N","0","0","0","4","8","2","0","0","0","A","A","A","A","A","A","A","P","P","","201","","","2301"
"23001768","83","06/03/2003","M-","3","IMP","528.4","N","15","736462","4650799","15","736458","4650801","15","736462","4650799","4.7","0.4","0","","","","1","P","N","","0","5","0","1","N","0","0","0","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","201","","","2301"
"23001769","84","06/03/2003","M-","3","IMP","528.3","N","15","736560","4650444","15","736558","4650451","15","736560","4650444","4.9","0.5","0","","","","1","P","N","","1","3","0","1","Y","3","0","0","2","5","0","0","1","2","P","A","A","A","A","P","A","P","P","","201","","","2301"
"23001770","85","06/03/2003","M-","3","IMP","528.0","N","15","736015","4649749","15","736008","4649751","15","736015","4649749","4.1","1.1","0","","","","1","P","N","","1","4","1","1","N","0","0","0","4","0","6","0","0","0","A","A","A","A","P","A","A","A","P","","201","","","2301"
"23001771","86","06/03/2003","M-","3","IMP","527.7","N","15","736158","4649051","15","736158","4649051","15","","","","0.7","0","","","","1","P","N","","1","5","1","1","N","1","0","0","4","0","1","0","0","0","A","A","A","P","A","P","A","A","P","SHORT MIDGES IN SAMPLE","201","","","2301"
"23001772","87","06/03/2003","M-","3","IMP","527.3","N","15","736402","4648702","15","736408","4648701","15","736402","4648702","4.8","1.2","0","","","","1","P","N","","1","4","1","1","N","0","0","0","4","0","39","0","0","0","A","A","A","A","A","P","A","P","P","","201","","","2301"
"23001773","88","06/03/2003","M-","3","IMP","527.1","N","15","736151","4648595","15","736158","4648601","15","736151","4648595","5.5","1.0","0","","","","1","P","N","","1","3","1","1","N","0","0","0","4","1","10","0","0","0","A","A","A","A","A","A","A","P","P","","201","","","2301"
"23001774","89","06/03/2003","M-","3","IMP","527.0","N","15","736605","4648498","15","736608","4648501","15","736605","4648498","4.7","1.2","0","","","","1","P","N","","0","3","2","1","N","0","0","0","4","0","67","0","0","0","A","A","A","A","A","P","A","P","P","","201","","","2301"
"23001792","107","06/03/2003","M-","3","IMP","527.6","N","15","734966","4650690","15","734958","4650701","15","734966","4650690","4.6","0.3","0","","","","1","P","N","","1","2","1","3","N","1","1","2","3","7","1","0","1","0","A","A","A","A","A","A","A","P","P","ISOPODS","201","","","2301"
"23001794","109","06/03/2003","M-","3","MCB","529.1","N","15","736378","5651985","15","736358","4652201","15","736361","4652201","4.9","2.7","0","","","","1","P","N","","0","3","0","3","N","0","0","0","4","19","7","0","0","0","A","A","A","P","A","P","A","P","P","","201","","","2301"
"23001797","112","06/03/2003","M-","3","MCB","531.3","N","15","736361","4655743","15","736358","4655751","15","736361","4655743","4.1","4.3","0","","","","1","P","N","","0","5","0","0","N","0","0","0","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","201","","","2301"
"23001799","114","06/03/2003","M-","3","MCB","531.9","N","15","736255","4656347","15","736258","4656351","15","736255","4656347","4.3","4.3","0","","","","1","P","N","","0","4","0","0","N","0","0","0","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","201","","","2301"
"23001802","117","06/03/2003","M-","3","SC","527.4","N","15","735657","4648884","15","735658","4648901","15","735657","4648884","4.5","3.5","0","","","","1","P","N","","0","5","2","1","N","0","0","0","4","0","5","0","0","0","A","A","A","P","A","P","A","A","A","","201","","","2301"
"23001687","2","06/04/2003","M-","3","MCB","536.5","N","15","734662","4663143","15","734658","4663151","15","734662","4663143","0.8","2.5","0","","","","1","P","N","","0","5","2","0","N","0","0","0","4","0","0","0","0","4","A","A","A","A","A","A","A","A","A","","316","","","2301"
"23001693","8","06/04/2003","M-","3","MCB","532.6","N","15","735857","4657555","15","735858","4657551","15","735857","4657555","1.1","1.5","0","","","","1","P","N","","0","5","0","0","N","0","0","0","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","316","","","2301"
"23001698","13","06/04/2003","M-","3","SC","536.5","N","15","734108","4663197","15","734108","4663201","15","734108","4663197","1.2","3.1","0","","","","1","P","N","","0","5","1","0","N","0","0","0","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","316","","","2301"
"23001702","17","06/04/2003","M-","3","BWC","534.5","N","15","734025","4660110","15","734008","4660101","15","734025","4660110","1.4","1.9","0","","","","1","P","N","","0","2","1","1","N","0","0","0","4","0","0","0","23","0","A","A","A","A","A","P","A","A","A","ISLAND CITY BOAT HARBOR","316","","","2301"
"23001712","27","06/04/2003","M-","3","BWC","537.4","N","15","733060","4664458","15","733058","4664451","15","733060","4664458","1.0","0.9","0","","","","1","P","N","","0","2","0","3","Y","3","0","0","3","1","6","0","0","0","A","A","A","A","A","P","A","P","A","","316","","","2301"
"23001714","29","06/04/2003","M-","3","BWC","534.7","N","15","733955","4660465","15","733958","4660451","15","733955","4660465","0.9","1.8","0","","","","1","P","N","","0","3","1","2","N","0","0","0","4","0","10","0","87","0","A","A","A","A","A","P","A","A","A","","316","","","2301"
"23001722","37","06/04/2003","M-","3","BWC","533.9","N","15","737912","4660007","15","737908","4660001","15","737912","4660007","1.3","1.0","0","","","","1","P","N","","1","3","1","3","Y","1","2","0","3","0","0","0","5","0","A","A","A","A","A","P","A","A","A","","316","","","2301"
"23001723","38","06/04/2003","M-","3","BWC","534.8","N","15","737604","4659852","15","737608","4659851","15","737604","4659852","1.2","0.9","","","","","1","P","N","","1","4","0","3","Y","1","1","0","3","0","0","0","3","0","A","A","A","A","A","P","A","A","A","HEMIPTERA PRESENT","316","","","2301"
"23001724","39","06/04/2003","M-","3","BWC","533.9","N","15","737851","4659793","15","737858","4659801","15","737851","4659793","0.9","1.1","0","","","","1","P","N","","0","3","1","3","Y","1","1","0","4","0","0","0","43","0","A","A","A","A","A","P","A","A","A","","316","","","2301"
"23001725","40","06/04/2003","M-","3","BWC","532.6","N","15","737903","4657405","15","737908","4657401","15","737903","4657405","1.0","1.1","0","","","","1","P","N","","1","2","2","1","Y","4","1","0","1","1","2","0","2","0","P","A","A","A","A","P","A","P","A","HEMIPTERA PRESENT","316","","","2301"
"23001726","41","06/04/2003","M-","3","BWC","532.2","N","15","738153","4656803","15","738158","4656801","15","738153","4656803","0.9","0.9","0","","","","1","P","N","","1","4","0","2","Y","1","1","0","4","15","23","0","12","0","P","A","A","A","A","P","A","P","P","","316","","","2301"
"23001727","42","06/04/2003","M-","3","BWC","531.9","N","15","738010","4656298","15","738008","4656301","15","738010","4656298","1.2","1.1","0","","","","1","P","N","","1","3","1","1","Y","1","1","0","4","15","54","0","89","0","A","A","A","A","A","P","A","A","A","","316","","","2301"
"23001742","57","06/04/2003","M-","3","BWC","533.1","N","15","738314","4658100","15","738308","4658101","15","738314","4658100","1.5","0.5","0","","","","1","P","N","","1","4","0","2","Y","1","1","0","4","1","6","0","7","0","A","A","A","A","A","A","A","P","A","HEMIPTERA PRESENT","316","","","2301"
"23001743","58","06/04/2003","M-","3","BWC","","","15","738608","4657151","15","738608","4657151","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","COULD NOT ACCESS DUE TO MOIST SOIL-UNIT DIKE USED ALT340","316","","","2301"
"23001744","59","06/04/2003","M-","3","BWC","532.0","N","15","738730","4656644","15","738458","4656651","15","738730","4656644","1.3","0.5","0","","","","1","P","N","","1","4","0","2","Y","1","1","0","4","3","2","0","35","0","P","A","A","A","A","P","A","P","A","","316","","","2301"
"23001747","62","06/04/2003","M-","3","BWC","536.4","N","15","732801","4662405","15","732808","4662401","15","732801","4662405","0.9","0.7","0","","","","1","P","N","","0","2","0","2","Y","0","0","0","4","2","3","0","21","0","A","A","A","A","A","P","A","A","A","","316","","","2301"
"23001795","110","06/04/2003","M-","3","MCB","533.7","N","15","734806","4659156","15","734808","4659151","15","734806","4659156","1.0","6.0","0","","","","1","P","N","","0","5","0","0","N","0","0","0","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","316","","","2301"
"23001796","111","06/04/2003","M-","3","MCB","533.6","N","15","734757","4659042","15","734758","4659051","15","734757","4659042","1.1","4.7","0","","","","1","P","N","","0","5","0","0","N","0","0","0","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","316","","","2301"
"23001801","116","06/04/2003","M-","3","SC","534.2","N","15","735071","4659541","15","735058","4659551","15","735071","4659541","1.2","3.0","0","","","","1","P","N","","0","5","0","0","N","0","0","0","4","0","0","0","0","0","A","A","A","A","P","A","A","A","A","MUSSEL=WARTYBACK","316","","","2301"
"23001813","340","06/04/2003","M-","3","BWC","532.0","N","15","737553","4656850","15","737558","4656851","15","737553","4656850","0.8","0.5","0","","","","1","P","N","","2","3","0","2","Y","2","1","0","3","3","0","0","9","0","P","A","A","A","A","A","A","P","A","ALT FOR 58","316","","","2301"
"23001703","18","06/05/2003","M-","3","BWC","528.6","","15","734858","4652301","15","734858","4652301","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","COULD NOT ACCESS THIS SITE DUE TO A LACK OF WATER USED ALT 334","316","","","2301"
"23001814","334","06/05/2003","M-","3","BWC","529.4","N","15","735461","4652896","15","735458","4652901","15","735461","4652896","0.8","1.0","0","","","","1","P","N","","0","5","1","0","N","0","0","0","4","0","1","0","0","0","A","A","A","A","A","A","A","A","A","ALT FOR SITE 18","316","","","2301"
"23001815","1","05/17/2004","M-","3","MCB","556.0","N","15","713208","4680700","15","713208","4680700","15","713212","4680697","1.1","2.5","0","","","","1","P","N","","0","6","1","0","N","0","0","0","4","0","6","0","0","24","A","A","P","A","A","P","A","A","A","","410","","","2401"
"23001816","2","05/17/2004","M-","3","MCB","550.2","N","15","720058","4675500","15","720058","4675500","15","720062","4675502","0.8","1.2","0","","","","1","P","N","","0","5","0","0","N","0","0","0","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","410","","","2401"
"23001817","3","05/17/2004","M-","3","MCB","544.8","N","15","727808","4672001","15","727808","4672001","15","727817","4672001","1.1","3.4","0","","","","1","P","Y","","0","5","0","0","N","0","0","0","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","QA/QC SITE - NOTHING TO RE-PICK","410","","","2401"
"23001820","6","05/17/2004","M-","3","MCB","556.4","N","15","713258","4681450","15","713258","4681450","15","713265","4681459","1.6","2.1","0","","","","1","P","N","","0","3","0","1","N","0","0","0","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","410","","","2401"
"23001821","7","05/17/2004","M-","3","MCB","554.5","N","15","714608","4679100","15","714608","4679100","15","714618","4679095","0.9","3.1","0","","","","1","P","N","","0","5","1","0","N","0","0","0","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","410","","","2401"
"23001822","8","05/17/2004","M-","3","MCB","545.9","N","15","726208","4672451","15","726208","4672451","15","726206","4672452","1.2","2.6","0","","","","1","P","N","","0","3","1","1","N","0","0","0","4","9","0","0","0","0","A","A","A","A","A","P","A","A","A","","410","","","2401"
"23001823","9","05/17/2004","M-","3","MCB","544.0","N","15","729058","4671751","15","729058","4671751","15","729065","4671752","1.1","2.9","0","","","","1","P","N","","0","5","0","0","N","0","0","0","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","410","","","2401"
"23001829","15","05/17/2004","M-","3","SC","544.4","N","15","728808","4672301","15","728808","4672301","15","728813","4672298","1.3","4.7","0","","","","1","P","N","","0","5","1","0","N","0","0","0","4","0","1","0","0","25","A","A","A","A","A","A","A","A","A","OLD MUSSEL BED","410","","","2401"
"23001830","16","05/17/2004","M-","3","SC","543.5","N","15","730058","4671251","15","730058","4671251","15","730063","4671246","1.0","2.3","0","","","","1","P","N","","0","6","0","0","N","0","0","0","4","0","0","0","0","0","A","A","A","A","A","A","A","A","A","","410","","","2401"
"23001845","31","05/17/2004","M-","3","BWC","554.2","N","15","716008","4679550","15","716008","4679550","15","716003","4679547","1.4","0.9","0","","","","1","P","N","","0","2","1","1","N","0","0","0","4","3","14","0","9","0","A","A","A","A","A","P","A","A","A","","410","","","2401"
